BuyDate,SellDate,Name,Ticker,BuyPrice,SellPrice,Shares,PnL_Amount,PnL_Pct,HoldingDays,BuyRSI,SellRSI
2014-04-24,2014-05-14,HLB,028300.KQ,1801.3690185546875,2083.611083984375,116045,31750737.79290712,15.171396120117258,20,25.616896094619364,77.571330905107
2012-05-14,2012-05-25,안랩,053800.KQ,91089.7890625,105345.8828125,1411,19499315.856985167,15.153868433527762,11,23.278167397718434,79.67820165916925
2025-12-03,2025-12-11,올릭스,226950.KQ,121400.0,140200.0,40196,732321276.960001,14.989977341543245,8,34.50795038129979,75.18879185841915
2024-07-17,2024-07-24,카페24,042000.KQ,29400.0,33950.0,66605,293677929.73749995,14.980213230974854,7,14.499133308000935,71.81992043872233
2024-05-07,2024-05-21,씨앤씨인터내셔널,352480.KQ,76383.2578125,88194.1015625,21631,247570939.1447165,14.966689114274653,14,32.401187160656406,78.33187548692877
2008-06-02,2008-06-05,삼천당제약,000250.KQ,2869.44287109375,3308.982177734375,20556,8753076.850914404,14.822634445249443,3,25.847541966076932,77.51438604433241
2015-03-31,2015-04-13,바이넥스,053030.KQ,14700.0,16950.0,16913,36865308.38249999,14.810875656260606,13,32.33213282475356,74.7469348563153
2006-10-17,2006-10-23,성광벤드,014620.KQ,3948.41015625,4550.9951171875,9711,5668394.745196149,14.76640312635468,6,34.45620001537108,83.58663901504228
2020-01-14,2020-02-04,에스티팜,237690.KQ,26288.97265625,30295.841796875,17768,68961249.02584767,14.746664742060506,21,33.92155259306375,75.55649035945703
2010-04-12,2010-04-22,유진테크,084370.KQ,4978.4091796875,5737.0244140625,13759,10110366.873500586,14.743150671250838,10,29.588319031918076,72.9374966345326
2020-07-22,2020-08-05,덕산네오룩스,213420.KQ,33800.0,38950.0,14921,74432475.9375,14.741737829897986,14,28.650820926352225,81.41478483589091
2023-03-27,2023-04-05,메지온,140410.KQ,15350.0,17670.0,46312,104048568.34399998,14.619584871534538,9,23.110570626714676,72.93688755774286
2011-07-12,2011-07-19,차바이오텍,085660.KQ,12324.4287109375,14183.4208984375,8744,15740435.690296099,14.589508173246324,7,26.986646444954502,75.0984170790687
2005-09-23,2005-10-05,대주전자재료,078600.KQ,4091.913818359375,4708.94775390625,7151,4272687.097050574,14.585075485366868,12,20.165053655782373,85.05080076525958
2017-07-17,2017-07-20,큐렉소,060280.KQ,10000.0,11500.0,27140,39414743.5,14.50606802177496,3,24.04584239296686,73.04249563438675
2009-04-16,2009-05-18,바이넥스,053030.KQ,4305.0,4950.0,11105,6934592.208750002,14.488721245828625,32,31.359853186059524,82.48879712912762
2009-08-18,2009-08-19,SFA반도체,036540.KQ,3624.794921875,4166.77392578125,13885,7285253.333852172,14.458265042569026,1,29.63910823357668,71.35659643873284
2013-04-17,2013-04-26,위메이드맥스,101730.KQ,39900.0,45850.0,4793,27606182.1875,14.418725483238134,9,32.45266195422158,82.21285046533028
2023-02-01,2023-02-10,씨앤씨인터내셔널,352480.KQ,27590.91015625,31705.34375,25536,101705603.42328751,14.418724123007653,9,30.08110980821003,82.87146435790976
2007-10-22,2007-10-31,성광벤드,014620.KQ,26797.98828125,30783.771484375,2439,9409653.796242483,14.380053443526258,9,25.527669271785513,70.14659309370454
2014-03-17,2014-03-21,리노공업,058470.KQ,1940.309326171875,2228.8310546875,95873,26774410.04347217,14.37650997844449,4,30.959183159635586,87.10647772610287
2017-07-27,2017-08-08,피엔티,137400.KQ,6764.3896484375,7769.244140625,44749,43522981.44361001,14.361755718618188,12,31.622773085529403,75.7371491435224
2011-07-18,2011-07-22,아난티,025980.KQ,413.0,474.0,270309,15956867.372549996,14.27703177665297,4,34.21924163652059,89.06758529113769
2007-07-05,2007-07-16,에프에스티,036810.KQ,3117.950927734375,3576.72265625,22679,10067648.267220825,14.221182370978521,11,33.41711076894151,80.02090000317742
2010-01-08,2010-01-11,감성코퍼레이션,036620.KQ,1530.0,1755.0,42660,9287604.585000008,14.21321362785739,3,31.467111250851886,74.05103035024611
2009-07-30,2009-08-11,솔브레인홀딩스,036830.KQ,25843.861328125,29639.677734375,1883,6915752.436958201,14.194907429898803,12,31.917129868291894,86.52166403820512
2020-07-09,2020-07-21,리가켐바이오,141080.KQ,46650.0,53500.0,10021,66417459.37750006,14.191241701196905,12,20.969205461237223,76.93027893319498
2025-04-28,2025-06-02,솔트룩스,304100.KQ,30400.0,34850.0,82919,356988061.2375002,14.145780050310572,35,24.558255792390895,71.11468406402648
2022-10-28,2022-11-01,씨앤씨인터내셔널,352480.KQ,20911.005859375,23960.52734375,34726,102441636.3300147,14.091189994968751,4,31.991343654100064,78.71452152438783
2025-06-02,2025-06-09,우리기술투자,041190.KQ,6870.0,7870.0,427748,413764490.13199997,14.064015610577677,7,33.108574668230276,81.16176061066966
2020-11-04,2020-11-09,우리기술,032820.KQ,1135.0,1300.0,583970,93201466.00750005,14.045499657772426,5,34.12300434917856,74.52852032612874
2023-08-03,2023-08-08,성광벤드,014620.KQ,14803.7958984375,16955.453125,58333,121403991.98851228,14.042564088238024,5,26.308542564146947,78.8058095388426
2005-08-30,2005-09-07,솔브레인홀딩스,036830.KQ,16039.857421875,18363.392578125,1675,3764134.761269532,13.994284436537722,8,30.18058715802735,74.63651341774664
2007-08-28,2007-09-28,셀트리온제약,068760.KQ,9579.0751953125,10966.3896484375,6833,9168207.74179864,13.991049415687652,31,34.11328641294597,71.80582756135577
2009-12-16,2010-01-05,제룡전기,033100.KQ,2390.434326171875,2736.345947265625,25579,8557278.770480424,13.979001453819903,20,30.269338249846143,78.30155318321243
2010-06-16,2010-06-28,쏠리드,050890.KQ,3072.127685546875,3513.55126953125,24875,10617220.897343442,13.87743973287327,12,34.52381282987071,78.78503104345154
2007-06-01,2007-06-11,미코,059090.KQ,5811.27587890625,6642.84033203125,9489,7628743.596847415,13.818532582918236,10,19.586080283937463,75.63938193746641
2020-12-17,2020-12-30,오스코텍,039200.KQ,57400.0,65600.0,12836,101755464.60000002,13.794850207975118,13,27.74676083352837,71.45525324489284
2006-12-26,2006-12-28,케이엠더블유,032500.KQ,3360.92724609375,3841.0595703125,13141,6099630.639864095,13.79484607489759,2,30.78042617241033,71.25699536589678
2018-08-27,2018-09-07,포스코엠텍,009520.KQ,4623.6630859375,5282.8515625,84172,53636947.262144685,13.766104854673285,11,33.80575031815344,77.97551838470096
2010-04-19,2010-04-29,주성엔지니어링,036930.KQ,16848.74609375,19242.560546875,4123,9539897.710093647,13.717142362248119,10,21.845954633703087,76.66580214441137
2024-12-04,2024-12-13,디어유,376300.KQ,34466.5078125,39340.55859375,58351,274861891.71605897,13.651167447807932,9,23.855898989699,73.95517704293195
2024-03-28,2024-04-09,에코앤드림,101360.KQ,44166.66796875,50333.33203125,33035,196800145.43238282,13.472783030403104,12,18.209066053196636,70.05284167340895
2019-01-29,2019-02-08,제룡전기,033100.KQ,9274.603515625,10567.697265625,43568,54422518.866559386,13.452918465915564,10,26.90969105633583,76.1355402099243
2024-08-26,2024-08-28,현대바이오,048410.KQ,9460.0,10775.0,193741,246085894.94475007,13.411424113854695,2,33.410954857856424,72.39159898045551
2023-03-29,2023-04-12,HLB,028300.KQ,31333.333984375,35666.66796875,23405,97948769.87410986,13.34088317340425,14,26.786167204274534,75.20845586628072
2016-06-28,2016-07-05,파크시스템스,140860.KQ,15921.1005859375,18118.80078125,20150,42764681.64963132,13.314901410626481,7,25.925826914349884,74.7169819755173
2005-02-03,2005-02-14,코나아이,052400.KQ,2326.149169921875,2647.198486328125,8571,2657314.867289353,13.312965577581192,11,29.01397587360117,73.06377711751547
2023-12-12,2023-12-27,펩트론,087010.KQ,33350.0,37950.0,32890,146100833.45000005,13.304355163975226,15,34.10246195345805,78.0842324374735
2007-09-10,2007-09-17,케이엠더블유,032500.KQ,7850.16552734375,8930.4638671875,8268,8624678.942911237,13.272859686874003,7,34.580742842760486,73.15420026362837
2021-02-05,2021-02-15,큐렉소,060280.KQ,7570.0,8610.0,103625,104057427.125,13.249927708630452,10,24.52382261032801,77.4866748709045
