number,value,datetime_start,datetime_complete,duration,params_buy_threshold,params_loss_cooldown_days,params_max_holding_days,params_rsi_window,params_sell_threshold,params_sma_window,state
2091,4901.551420360502,2026-01-07 13:40:23.506618,2026-01-07 13:43:10.094753,0 days 00:02:46.588135,40,85,41,4,60,90,COMPLETE
2092,835.6449730750462,2026-01-07 13:40:32.408588,2026-01-07 13:43:38.220345,0 days 00:03:05.811757,40,85,41,13,60,90,COMPLETE
2093,10414.421209308337,2026-01-07 13:40:35.422098,2026-01-07 13:43:24.976455,0 days 00:02:49.554357,40,85,40,4,60,100,COMPLETE
2094,10599.470684043823,2026-01-07 13:40:36.020232,2026-01-07 13:43:27.422558,0 days 00:02:51.402326,40,85,41,4,60,100,COMPLETE
2095,10166.710329308356,2026-01-07 13:40:36.444124,2026-01-07 13:43:21.844040,0 days 00:02:45.399916,40,85,42,4,60,100,COMPLETE
2096,10166.710329308356,2026-01-07 13:40:43.188357,2026-01-07 13:43:40.397537,0 days 00:02:57.209180,40,85,42,4,60,100,COMPLETE
2097,10414.421209308337,2026-01-07 13:41:04.372618,2026-01-07 13:44:01.413732,0 days 00:02:57.041114,40,85,40,4,60,100,COMPLETE
2098,10599.470684043823,2026-01-07 13:41:06.970517,2026-01-07 13:43:56.054538,0 days 00:02:49.084021,40,85,41,4,60,100,COMPLETE
2099,10599.470684043823,2026-01-07 13:41:08.954253,2026-01-07 13:44:01.412636,0 days 00:02:52.458383,40,85,41,4,60,100,COMPLETE
2100,10166.710329308356,2026-01-07 13:41:09.133283,2026-01-07 13:44:02.627020,0 days 00:02:53.493737,40,85,42,4,60,100,COMPLETE
2101,8538.14984394107,2026-01-07 13:41:11.220144,2026-01-07 13:44:03.166010,0 days 00:02:51.945866,40,85,44,4,60,100,COMPLETE
2102,8538.14984394107,2026-01-07 13:41:15.328172,2026-01-07 13:44:06.265238,0 days 00:02:50.937066,40,85,44,4,60,100,COMPLETE
2103,8538.14984394107,2026-01-07 13:41:17.777588,2026-01-07 13:44:09.351266,0 days 00:02:51.573678,40,85,44,4,60,100,COMPLETE
2104,10166.710329308356,2026-01-07 13:41:32.514355,2026-01-07 13:44:22.012110,0 days 00:02:49.497755,40,85,42,4,60,100,COMPLETE
2105,10414.421209308337,2026-01-07 13:41:50.564727,2026-01-07 13:44:40.345124,0 days 00:02:49.780397,40,85,40,4,60,100,COMPLETE
2106,584.1238273170655,2026-01-07 13:41:57.024161,2026-01-07 13:44:31.209710,0 days 00:02:34.185549,40,85,44,9,60,100,COMPLETE
2107,7448.768314677606,2026-01-07 13:42:09.430950,2026-01-07 13:45:03.146986,0 days 00:02:53.716036,40,85,39,4,60,100,COMPLETE
2108,10166.710329308356,2026-01-07 13:42:21.006820,2026-01-07 13:45:13.132345,0 days 00:02:52.125525,40,85,42,4,60,100,COMPLETE
2109,10414.421209308337,2026-01-07 13:42:29.969195,2026-01-07 13:45:27.838449,0 days 00:02:57.869254,40,85,40,4,60,100,COMPLETE
2110,10031.101226829984,2026-01-07 13:42:37.130325,2026-01-07 13:45:23.713384,0 days 00:02:46.583059,40,85,45,4,60,100,COMPLETE
2111,10031.101226829984,2026-01-07 13:42:37.528337,2026-01-07 13:45:29.831687,0 days 00:02:52.303350,40,85,45,4,60,100,COMPLETE
2112,939.773045718676,2026-01-07 13:42:46.700728,2026-01-07 13:46:03.809487,0 days 00:03:17.108759,40,85,44,16,60,100,COMPLETE
2113,10031.101226829984,2026-01-07 13:42:47.348902,2026-01-07 13:45:49.344384,0 days 00:03:01.995482,40,85,45,4,60,100,COMPLETE
2114,1099.2074971549264,2026-01-07 13:42:48.679409,2026-01-07 13:45:42.087739,0 days 00:02:53.408330,40,85,45,7,60,100,COMPLETE
2115,429.64062147121524,2026-01-07 13:42:52.008520,2026-01-07 13:45:49.965111,0 days 00:02:57.956591,40,85,44,13,60,100,COMPLETE
2116,8538.14984394107,2026-01-07 13:42:53.025490,2026-01-07 13:45:50.068102,0 days 00:02:57.042612,40,85,44,4,60,100,COMPLETE
2117,10031.101226829984,2026-01-07 13:42:54.375621,2026-01-07 13:45:48.003431,0 days 00:02:53.627810,40,85,45,4,60,100,COMPLETE
2118,8538.14984394107,2026-01-07 13:42:54.618252,2026-01-07 13:45:57.856316,0 days 00:03:03.238064,40,85,44,4,60,100,COMPLETE
2119,10166.710329308356,2026-01-07 13:42:55.485717,2026-01-07 13:45:47.745333,0 days 00:02:52.259616,40,85,42,4,60,100,COMPLETE
2120,19661.842310861586,2026-01-07 13:42:57.377753,2026-01-07 13:45:59.104967,0 days 00:03:01.727214,40,85,44,3,60,100,COMPLETE
2121,18706.202162667647,2026-01-07 13:43:04.546912,2026-01-07 13:46:09.324082,0 days 00:03:04.777170,40,80,45,3,60,100,COMPLETE
2122,16386.139694074147,2026-01-07 13:43:08.706551,2026-01-07 13:46:13.431518,0 days 00:03:04.724967,40,80,43,3,60,100,COMPLETE
2123,535.9606952820544,2026-01-07 13:43:10.389879,2026-01-07 13:45:57.438261,0 days 00:02:47.048382,40,80,47,9,60,100,COMPLETE
2124,17104.920329545068,2026-01-07 13:43:22.074296,2026-01-07 13:46:25.288344,0 days 00:03:03.214048,40,80,44,3,60,100,COMPLETE
2125,448.30279150871525,2026-01-07 13:43:25.362839,2026-01-07 13:46:18.049158,0 days 00:02:52.686319,40,80,46,9,60,100,COMPLETE
2126,18706.202162667647,2026-01-07 13:43:27.488145,2026-01-07 13:46:35.736682,0 days 00:03:08.248537,40,80,45,3,60,100,COMPLETE
2127,17756.222393867414,2026-01-07 13:43:38.384461,2026-01-07 13:46:44.678415,0 days 00:03:06.293954,40,80,46,3,60,100,COMPLETE
2128,2434.9743358562555,2026-01-07 13:43:40.541193,2026-01-07 13:46:26.924228,0 days 00:02:46.383035,40,80,103,7,60,100,COMPLETE
2129,17756.222393867414,2026-01-07 13:43:56.087306,2026-01-07 13:46:55.727739,0 days 00:02:59.640433,40,80,46,3,60,100,COMPLETE
2130,18706.202162667647,2026-01-07 13:44:01.444914,2026-01-07 13:46:59.300904,0 days 00:02:57.855990,40,80,45,3,60,100,COMPLETE
2131,17104.920329545068,2026-01-07 13:44:01.461813,2026-01-07 13:47:04.793327,0 days 00:03:03.331514,40,80,44,3,60,100,COMPLETE
2132,18706.202162667647,2026-01-07 13:44:02.725580,2026-01-07 13:47:03.954205,0 days 00:03:01.228625,40,80,45,3,60,100,COMPLETE
2133,17701.66681939437,2026-01-07 13:44:03.198479,2026-01-07 13:47:01.508228,0 days 00:02:58.309749,40,80,47,3,60,100,COMPLETE
2134,19565.686659627136,2026-01-07 13:44:06.598924,2026-01-07 13:47:08.278661,0 days 00:03:01.679737,40,80,104,3,60,100,COMPLETE
2135,17756.222393867414,2026-01-07 13:44:09.365213,2026-01-07 13:47:08.758938,0 days 00:02:59.393725,40,80,46,3,60,100,COMPLETE
2136,198.3604375406025,2026-01-07 13:44:22.163913,2026-01-07 13:47:23.303583,0 days 00:03:01.139670,40,80,45,16,60,175,COMPLETE
2137,18706.202162667647,2026-01-07 13:44:31.267952,2026-01-07 13:47:31.712963,0 days 00:03:00.445011,40,80,45,3,60,100,COMPLETE
2138,17756.222393867414,2026-01-07 13:44:40.858468,2026-01-07 13:47:43.993673,0 days 00:03:03.135205,40,80,46,3,60,100,COMPLETE
2139,17104.920329545068,2026-01-07 13:45:03.310853,2026-01-07 13:48:05.291244,0 days 00:03:01.980391,40,80,44,3,60,100,COMPLETE
2140,18706.202162667647,2026-01-07 13:45:14.412047,2026-01-07 13:48:25.824864,0 days 00:03:11.412817,40,80,45,3,60,100,COMPLETE
2141,19565.686659627136,2026-01-07 13:45:24.017866,2026-01-07 13:48:22.093815,0 days 00:02:58.075949,40,80,104,3,60,100,COMPLETE
2142,17756.222393867414,2026-01-07 13:45:27.932665,2026-01-07 13:48:31.685062,0 days 00:03:03.752397,40,80,46,3,60,100,COMPLETE
2143,17701.66681939437,2026-01-07 13:45:29.979436,2026-01-07 13:48:33.168527,0 days 00:03:03.189091,40,80,47,3,60,100,COMPLETE
2144,19565.686659627136,2026-01-07 13:45:42.623901,2026-01-07 13:48:51.376232,0 days 00:03:08.752331,40,80,105,3,60,100,COMPLETE
2145,17756.222393867414,2026-01-07 13:45:47.860429,2026-01-07 13:48:44.636026,0 days 00:02:56.775597,40,80,46,3,60,100,COMPLETE
2146,19565.686659627136,2026-01-07 13:45:48.134004,2026-01-07 13:48:51.923370,0 days 00:03:03.789366,40,80,104,3,60,100,COMPLETE
2147,25873.768988255044,2026-01-07 13:45:50.042284,2026-01-07 13:48:47.804959,0 days 00:02:57.762675,40,80,104,3,60,95,COMPLETE
2148,25873.768988255044,2026-01-07 13:45:50.223300,2026-01-07 13:48:53.525818,0 days 00:03:03.302518,40,80,104,3,60,95,COMPLETE
2149,25873.768988255044,2026-01-07 13:45:50.280165,2026-01-07 13:48:58.088857,0 days 00:03:07.808692,40,80,104,3,60,95,COMPLETE
2150,25873.768988255044,2026-01-07 13:45:57.744982,2026-01-07 13:48:54.967639,0 days 00:02:57.222657,40,80,105,3,60,95,COMPLETE
2151,25873.768988255044,2026-01-07 13:45:58.030563,2026-01-07 13:49:05.635324,0 days 00:03:07.604761,40,80,105,3,60,95,COMPLETE
2152,25873.768988255044,2026-01-07 13:45:59.199193,2026-01-07 13:49:02.383529,0 days 00:03:03.184336,40,80,105,3,60,95,COMPLETE
2153,25873.768988255044,2026-01-07 13:46:03.892874,2026-01-07 13:49:02.430059,0 days 00:02:58.537185,40,80,104,3,60,95,COMPLETE
2154,25873.768988255044,2026-01-07 13:46:09.467437,2026-01-07 13:49:17.443046,0 days 00:03:07.975609,40,80,104,3,60,95,COMPLETE
2155,25873.768988255044,2026-01-07 13:46:13.615109,2026-01-07 13:49:11.627956,0 days 00:02:58.012847,40,80,104,3,60,95,COMPLETE
2156,25873.768988255044,2026-01-07 13:46:18.118913,2026-01-07 13:49:23.199915,0 days 00:03:05.081002,40,80,104,3,60,95,COMPLETE
2157,25873.768988255044,2026-01-07 13:46:25.318273,2026-01-07 13:49:32.823068,0 days 00:03:07.504795,40,80,104,3,60,95,COMPLETE
2158,25873.768988255044,2026-01-07 13:46:27.028269,2026-01-07 13:49:29.405966,0 days 00:03:02.377697,40,80,104,3,60,95,COMPLETE
2159,25873.768988255044,2026-01-07 13:46:35.848740,2026-01-07 13:49:39.882633,0 days 00:03:04.033893,40,80,104,3,60,95,COMPLETE
2160,22986.156274595316,2026-01-07 13:46:44.695561,2026-01-07 13:49:56.507921,0 days 00:03:11.812360,40,80,38,3,60,95,COMPLETE
2161,25873.768988255044,2026-01-07 13:46:55.796586,2026-01-07 13:50:01.245928,0 days 00:03:05.449342,40,80,104,3,60,95,COMPLETE
2162,25873.768988255044,2026-01-07 13:46:59.357083,2026-01-07 13:50:07.867667,0 days 00:03:08.510584,40,80,105,3,60,95,COMPLETE
2163,25873.768988255044,2026-01-07 13:47:01.606170,2026-01-07 13:50:07.849713,0 days 00:03:06.243543,40,80,105,3,60,95,COMPLETE
2164,25873.768988255044,2026-01-07 13:47:03.966614,2026-01-07 13:50:13.975841,0 days 00:03:10.009227,40,80,105,3,60,95,COMPLETE
2165,28511.28682868989,2026-01-07 13:47:04.810802,2026-01-07 13:50:12.259107,0 days 00:03:07.448305,39,80,104,3,60,95,COMPLETE
2166,3577.181785629702,2026-01-07 13:47:08.308419,2026-01-07 13:50:15.184976,0 days 00:03:06.876557,39,80,104,3,60,175,COMPLETE
2167,28511.28682868989,2026-01-07 13:47:08.940121,2026-01-07 13:50:13.817380,0 days 00:03:04.877259,39,80,106,3,60,95,COMPLETE
2168,28511.28682868989,2026-01-07 13:47:23.372350,2026-01-07 13:50:21.197599,0 days 00:02:57.825249,39,80,104,3,60,95,COMPLETE
2169,28511.28682868989,2026-01-07 13:47:31.869558,2026-01-07 13:50:43.740071,0 days 00:03:11.870513,39,80,104,3,60,95,COMPLETE
2170,28511.28682868989,2026-01-07 13:47:44.112893,2026-01-07 13:50:50.437436,0 days 00:03:06.324543,39,80,104,3,60,95,COMPLETE
2171,28511.28682868989,2026-01-07 13:48:05.785086,2026-01-07 13:51:26.833843,0 days 00:03:21.048757,39,80,104,3,60,95,COMPLETE
2172,28511.28682868989,2026-01-07 13:48:22.590917,2026-01-07 13:51:25.033872,0 days 00:03:02.442955,39,80,105,3,60,95,COMPLETE
2173,28511.28682868989,2026-01-07 13:48:25.947688,2026-01-07 13:51:30.530699,0 days 00:03:04.583011,39,80,104,3,60,95,COMPLETE
2174,28511.28682868989,2026-01-07 13:48:31.830503,2026-01-07 13:51:42.730550,0 days 00:03:10.900047,39,80,103,3,60,95,COMPLETE
2175,28511.28682868989,2026-01-07 13:48:33.245273,2026-01-07 13:51:46.204959,0 days 00:03:12.959686,39,80,104,3,60,95,COMPLETE
2176,28511.28682868989,2026-01-07 13:48:44.679141,2026-01-07 13:52:04.629038,0 days 00:03:19.949897,39,80,104,3,60,95,COMPLETE
2177,5986.545036072022,2026-01-07 13:48:48.003551,2026-01-07 13:51:48.471243,0 days 00:03:00.467692,40,80,104,3,60,150,COMPLETE
2178,25873.768988255044,2026-01-07 13:48:51.502463,2026-01-07 13:52:06.401507,0 days 00:03:14.899044,40,80,104,3,60,95,COMPLETE
2179,28511.28682868989,2026-01-07 13:48:52.149543,2026-01-07 13:52:04.787602,0 days 00:03:12.638059,39,80,104,3,60,95,COMPLETE
2180,28511.28682868989,2026-01-07 13:48:53.723765,2026-01-07 13:52:03.367620,0 days 00:03:09.643855,39,80,104,3,60,95,COMPLETE
2181,28511.28682868989,2026-01-07 13:48:55.066249,2026-01-07 13:52:13.221223,0 days 00:03:18.154974,39,80,104,3,60,95,COMPLETE
2182,28511.28682868989,2026-01-07 13:48:58.340753,2026-01-07 13:52:07.829329,0 days 00:03:09.488576,39,80,103,3,60,95,COMPLETE
2183,28511.28682868989,2026-01-07 13:49:02.606453,2026-01-07 13:52:13.021760,0 days 00:03:10.415307,39,80,108,3,60,95,COMPLETE
2184,28511.28682868989,2026-01-07 13:49:02.975216,2026-01-07 13:52:17.508816,0 days 00:03:14.533600,39,80,108,3,60,95,COMPLETE
2185,28511.28682868989,2026-01-07 13:49:05.766838,2026-01-07 13:52:18.191101,0 days 00:03:12.424263,39,80,103,3,60,95,COMPLETE
2186,11464.871428322323,2026-01-07 13:49:11.721823,2026-01-07 13:52:25.881925,0 days 00:03:14.160102,39,80,103,3,60,105,COMPLETE
2187,6487.484661098744,2026-01-07 13:49:17.494339,2026-01-07 13:52:28.990870,0 days 00:03:11.496531,39,80,30,3,60,105,COMPLETE
2188,11464.871428322323,2026-01-07 13:49:23.280492,2026-01-07 13:52:40.525411,0 days 00:03:17.244919,39,80,103,3,60,105,COMPLETE
2189,11464.871428322323,2026-01-07 13:49:29.575799,2026-01-07 13:52:38.873824,0 days 00:03:09.298025,39,80,107,3,60,105,COMPLETE
2190,11464.871428322323,2026-01-07 13:49:33.398450,2026-01-07 13:52:46.661858,0 days 00:03:13.263408,39,80,103,3,60,105,COMPLETE
2191,11464.871428322323,2026-01-07 13:49:39.895286,2026-01-07 13:52:50.599500,0 days 00:03:10.704214,39,80,107,3,60,105,COMPLETE
2192,11464.871428322323,2026-01-07 13:49:56.779309,2026-01-07 13:53:13.115244,0 days 00:03:16.335935,39,80,108,3,60,105,COMPLETE
2193,11464.871428322323,2026-01-07 13:50:01.360497,2026-01-07 13:53:14.277123,0 days 00:03:12.916626,39,80,108,3,60,105,COMPLETE
2194,10214.823296247989,2026-01-07 13:50:07.862478,2026-01-07 13:53:21.464437,0 days 00:03:13.601959,39,80,109,3,60,85,COMPLETE
2195,11464.871428322323,2026-01-07 13:50:08.172419,2026-01-07 13:53:22.427223,0 days 00:03:14.254804,39,80,107,3,60,105,COMPLETE
2196,11464.871428322323,2026-01-07 13:50:12.378392,2026-01-07 13:53:27.027581,0 days 00:03:14.649189,39,80,103,3,60,105,COMPLETE
2197,11464.871428322323,2026-01-07 13:50:13.982431,2026-01-07 13:53:25.151684,0 days 00:03:11.169253,39,80,108,3,60,105,COMPLETE
2198,11464.871428322323,2026-01-07 13:50:14.170536,2026-01-07 13:53:22.336472,0 days 00:03:08.165936,39,80,109,3,60,105,COMPLETE
2199,10214.823296247989,2026-01-07 13:50:15.302442,2026-01-07 13:53:24.725337,0 days 00:03:09.422895,39,80,111,3,60,85,COMPLETE
2200,13881.359956021237,2026-01-07 13:50:21.274811,2026-01-07 13:53:31.358039,0 days 00:03:10.083228,39,75,108,3,60,105,COMPLETE
2201,1612.8073376029483,2026-01-07 13:50:43.953388,2026-01-07 13:53:53.060503,0 days 00:03:09.107115,39,75,109,3,60,35,COMPLETE
2202,13881.359956021237,2026-01-07 13:50:50.838117,2026-01-07 13:53:48.782917,0 days 00:02:57.944800,39,75,109,3,60,105,COMPLETE
2203,12531.632922832254,2026-01-07 13:51:25.864860,2026-01-07 13:54:26.805348,0 days 00:03:00.940488,39,75,107,3,60,85,COMPLETE
2204,13881.359956021237,2026-01-07 13:51:27.051793,2026-01-07 13:54:41.709012,0 days 00:03:14.657219,39,75,108,3,60,105,COMPLETE
2205,13881.359956021237,2026-01-07 13:51:30.940830,2026-01-07 13:54:43.349349,0 days 00:03:12.408519,39,75,110,3,60,105,COMPLETE
2206,13881.359956021237,2026-01-07 13:51:43.401356,2026-01-07 13:55:00.718635,0 days 00:03:17.317279,39,75,107,3,60,105,COMPLETE
2207,6858.208577697046,2026-01-07 13:51:46.687196,2026-01-07 13:54:54.384836,0 days 00:03:07.697640,39,85,109,3,60,145,COMPLETE
2208,12772.684795078683,2026-01-07 13:51:48.915282,2026-01-07 13:55:01.110409,0 days 00:03:12.195127,39,85,108,3,60,105,COMPLETE
2209,12772.684795078683,2026-01-07 13:52:03.694247,2026-01-07 13:55:08.902854,0 days 00:03:05.208607,39,85,109,3,60,105,COMPLETE
2210,15575.753519410086,2026-01-07 13:52:04.788042,2026-01-07 13:55:17.213349,0 days 00:03:12.425307,39,90,109,3,60,105,COMPLETE
2211,4899.472949426823,2026-01-07 13:52:05.219075,2026-01-07 13:55:15.950890,0 days 00:03:10.731815,39,90,108,3,60,85,COMPLETE
2212,15575.753519410086,2026-01-07 13:52:06.463482,2026-01-07 13:55:15.624669,0 days 00:03:09.161187,39,90,108,3,60,105,COMPLETE
2213,15575.753519410086,2026-01-07 13:52:08.047447,2026-01-07 13:55:09.249431,0 days 00:03:01.201984,39,90,108,3,60,105,COMPLETE
2214,12772.684795078683,2026-01-07 13:52:13.169594,2026-01-07 13:55:15.369504,0 days 00:03:02.199910,39,85,109,3,60,105,COMPLETE
2215,15575.753519410086,2026-01-07 13:52:13.325662,2026-01-07 13:55:21.060906,0 days 00:03:07.735244,39,90,108,3,60,105,COMPLETE
2216,15575.753519410086,2026-01-07 13:52:17.790797,2026-01-07 13:55:22.273577,0 days 00:03:04.482780,39,90,108,3,60,105,COMPLETE
2217,15575.753519410086,2026-01-07 13:52:18.234132,2026-01-07 13:55:20.917521,0 days 00:03:02.683389,39,90,109,3,60,105,COMPLETE
2218,4899.472949426823,2026-01-07 13:52:26.252495,2026-01-07 13:55:26.818693,0 days 00:03:00.566198,39,90,109,3,60,85,COMPLETE
2219,4899.472949426823,2026-01-07 13:52:29.052005,2026-01-07 13:55:28.842037,0 days 00:02:59.790032,39,90,109,3,60,85,COMPLETE
2220,4899.472949426823,2026-01-07 13:52:38.993339,2026-01-07 13:55:34.900533,0 days 00:02:55.907194,39,90,111,3,60,85,COMPLETE
2221,4899.472949426823,2026-01-07 13:52:40.638072,2026-01-07 13:55:40.859405,0 days 00:03:00.221333,39,90,109,3,60,85,COMPLETE
2222,4899.472949426823,2026-01-07 13:52:46.801345,2026-01-07 13:55:41.612794,0 days 00:02:54.811449,39,90,109,3,60,85,COMPLETE
2223,4899.472949426823,2026-01-07 13:52:50.642591,2026-01-07 13:55:47.519325,0 days 00:02:56.876734,39,90,111,3,60,85,COMPLETE
2224,2453.989274342913,2026-01-07 13:53:13.273701,2026-01-07 13:56:19.227782,0 days 00:03:05.954081,39,90,111,15,60,90,COMPLETE
2225,4817.817217017986,2026-01-07 13:53:14.482976,2026-01-07 13:56:03.581827,0 days 00:02:49.098851,39,90,110,4,60,85,COMPLETE
2226,1748.347995920712,2026-01-07 13:53:21.642004,2026-01-07 13:56:23.646613,0 days 00:03:02.004609,39,90,112,15,60,85,COMPLETE
2227,4838.079044417356,2026-01-07 13:53:22.446438,2026-01-07 13:56:06.614445,0 days 00:02:44.168007,39,90,107,4,60,85,COMPLETE
2228,6208.074077042468,2026-01-07 13:53:22.594748,2026-01-07 13:56:10.302038,0 days 00:02:47.707290,39,90,111,4,60,90,COMPLETE
2229,4655.9379819045635,2026-01-07 13:53:24.895462,2026-01-07 13:56:11.734746,0 days 00:02:46.839284,39,90,112,4,60,85,COMPLETE
2230,4817.817217017986,2026-01-07 13:53:25.208466,2026-01-07 13:56:16.115775,0 days 00:02:50.907309,39,90,110,4,60,85,COMPLETE
2231,4838.079044417356,2026-01-07 13:53:27.137858,2026-01-07 13:56:18.958009,0 days 00:02:51.820151,39,90,109,4,60,85,COMPLETE
2232,4817.817217017986,2026-01-07 13:53:31.399451,2026-01-07 13:56:23.686155,0 days 00:02:52.286704,39,90,110,4,60,85,COMPLETE
2233,4817.817217017986,2026-01-07 13:53:48.846213,2026-01-07 13:56:29.745344,0 days 00:02:40.899131,39,90,110,4,60,85,COMPLETE
2234,4838.079044417356,2026-01-07 13:53:53.372124,2026-01-07 13:56:31.166508,0 days 00:02:37.794384,39,90,107,4,60,85,COMPLETE
2235,6220.564890887882,2026-01-07 13:54:27.111810,2026-01-07 13:57:04.050867,0 days 00:02:36.939057,39,90,107,4,60,90,COMPLETE
2236,524.1090097944433,2026-01-07 13:54:41.956101,2026-01-07 13:58:16.168327,0 days 00:03:34.212226,39,90,110,18,60,90,COMPLETE
2237,5493.724636107308,2026-01-07 13:54:43.517488,2026-01-07 13:57:19.603939,0 days 00:02:36.086451,39,85,106,4,60,90,COMPLETE
2238,5939.581128218977,2026-01-07 13:54:54.791303,2026-01-07 13:57:32.084972,0 days 00:02:37.293669,39,90,112,4,60,90,COMPLETE
2239,5939.581128218977,2026-01-07 13:55:00.966059,2026-01-07 13:57:52.607769,0 days 00:02:51.641710,39,90,112,4,60,90,COMPLETE
2240,6208.074077042468,2026-01-07 13:55:01.494533,2026-01-07 13:57:53.662622,0 days 00:02:52.168089,39,90,111,4,60,90,COMPLETE
2241,5941.348775453162,2026-01-07 13:55:09.069449,2026-01-07 13:57:45.773582,0 days 00:02:36.704133,39,90,106,4,60,90,COMPLETE
2242,5939.581128218977,2026-01-07 13:55:09.692963,2026-01-07 13:57:52.714235,0 days 00:02:43.021272,39,90,112,4,60,90,COMPLETE
2243,5939.581128218977,2026-01-07 13:55:15.951500,2026-01-07 13:57:59.070084,0 days 00:02:43.118584,39,90,112,4,60,90,COMPLETE
2244,5741.045925078266,2026-01-07 13:55:16.141694,2026-01-07 13:58:02.521060,0 days 00:02:46.379366,39,85,111,4,60,90,COMPLETE
2245,6208.074077042468,2026-01-07 13:55:16.439660,2026-01-07 13:58:00.099647,0 days 00:02:43.659987,39,90,111,4,60,90,COMPLETE
2246,5493.724636107308,2026-01-07 13:55:17.395109,2026-01-07 13:57:59.571859,0 days 00:02:42.176750,39,85,106,4,60,90,COMPLETE
2247,5492.015162381739,2026-01-07 13:55:21.109387,2026-01-07 13:57:57.069617,0 days 00:02:35.960230,39,85,112,4,60,90,COMPLETE
2248,5493.724636107308,2026-01-07 13:55:21.124510,2026-01-07 13:58:02.399554,0 days 00:02:41.275044,39,85,106,4,60,90,COMPLETE
2249,5741.045925078266,2026-01-07 13:55:22.371629,2026-01-07 13:57:56.920427,0 days 00:02:34.548798,39,85,111,4,60,90,COMPLETE
2250,5741.045925078266,2026-01-07 13:55:26.968251,2026-01-07 13:58:15.657564,0 days 00:02:48.689313,39,85,111,4,60,90,COMPLETE
2251,5492.015162381739,2026-01-07 13:55:28.964095,2026-01-07 13:58:08.912381,0 days 00:02:39.948286,39,85,112,4,60,90,COMPLETE
2252,5493.724636107308,2026-01-07 13:55:34.978096,2026-01-07 13:58:19.767120,0 days 00:02:44.789024,39,85,106,4,60,90,COMPLETE
2253,5493.724636107308,2026-01-07 13:55:40.897956,2026-01-07 13:58:24.488330,0 days 00:02:43.590374,39,85,106,4,60,90,COMPLETE
2254,5492.015162381739,2026-01-07 13:55:41.751083,2026-01-07 13:58:25.850660,0 days 00:02:44.099577,39,85,112,4,60,90,COMPLETE
2255,5845.078256897239,2026-01-07 13:55:47.613085,2026-01-07 13:58:36.262478,0 days 00:02:48.649393,39,85,105,4,60,90,COMPLETE
2256,5493.724636107308,2026-01-07 13:56:03.809014,2026-01-07 13:58:42.614052,0 days 00:02:38.805038,39,85,106,4,60,90,COMPLETE
2257,5493.724636107308,2026-01-07 13:56:06.657230,2026-01-07 13:58:49.819319,0 days 00:02:43.162089,39,85,106,4,60,90,COMPLETE
2258,5493.724636107308,2026-01-07 13:56:10.452240,2026-01-07 13:58:48.604814,0 days 00:02:38.152574,39,85,106,4,60,90,COMPLETE
2259,5493.724636107308,2026-01-07 13:56:11.955331,2026-01-07 13:58:52.623504,0 days 00:02:40.668173,39,85,106,4,60,90,COMPLETE
2260,5493.724636107308,2026-01-07 13:56:16.191407,2026-01-07 13:58:57.987869,0 days 00:02:41.796462,39,85,106,4,60,90,COMPLETE
2261,5493.724636107308,2026-01-07 13:56:18.972825,2026-01-07 13:59:01.200578,0 days 00:02:42.227753,39,85,106,4,60,90,COMPLETE
2262,5493.724636107308,2026-01-07 13:56:19.291386,2026-01-07 13:58:59.629309,0 days 00:02:40.337923,39,85,106,4,60,90,COMPLETE
2263,5493.724636107308,2026-01-07 13:56:23.695002,2026-01-07 13:59:05.466820,0 days 00:02:41.771818,39,85,106,4,60,90,COMPLETE
2264,5493.724636107308,2026-01-07 13:56:23.710459,2026-01-07 13:59:05.867041,0 days 00:02:42.156582,39,85,106,4,60,90,COMPLETE
2265,3143.6112805727435,2026-01-07 13:56:29.846912,2026-01-07 13:59:15.128523,0 days 00:02:45.281611,22,85,106,4,60,90,COMPLETE
2266,5493.724636107308,2026-01-07 13:56:31.241100,2026-01-07 13:59:11.145964,0 days 00:02:39.904864,39,85,106,4,60,90,COMPLETE
2267,5493.724636107308,2026-01-07 13:57:04.222196,2026-01-07 13:59:39.626184,0 days 00:02:35.403988,39,85,106,4,60,90,COMPLETE
2268,5493.724636107308,2026-01-07 13:57:19.714285,2026-01-07 13:59:57.317052,0 days 00:02:37.602767,39,85,106,4,60,90,COMPLETE
2269,5493.724636107308,2026-01-07 13:57:32.523636,2026-01-07 14:00:03.580834,0 days 00:02:31.057198,39,85,106,4,60,90,COMPLETE
2270,17448.31092550904,2026-01-07 13:57:46.135327,2026-01-07 14:00:30.142515,0 days 00:02:44.007188,39,85,106,3,60,90,COMPLETE
2271,17448.31092550904,2026-01-07 13:57:52.714867,2026-01-07 14:00:38.319287,0 days 00:02:45.604420,39,85,106,3,60,90,COMPLETE
2272,17448.31092550904,2026-01-07 13:57:52.930159,2026-01-07 14:00:40.684823,0 days 00:02:47.754664,39,85,106,3,60,90,COMPLETE
2273,17448.31092550904,2026-01-07 13:57:53.852904,2026-01-07 14:00:45.897225,0 days 00:02:52.044321,39,85,106,3,60,90,COMPLETE
2274,17448.31092550904,2026-01-07 13:57:56.948765,2026-01-07 14:00:46.568339,0 days 00:02:49.619574,39,85,106,3,60,90,COMPLETE
2275,17448.31092550904,2026-01-07 13:57:57.283777,2026-01-07 14:00:45.114800,0 days 00:02:47.831023,39,85,106,3,60,90,COMPLETE
